sightingID,city,state,country,durationSec,ufoShape
678,"tillicoultry (central scotland) (uk/scotland)",n/a,UK,60,triangle
679,wheaton,md,USA,300,triangle
680,"orange park",fl,USA,10,other
681,"colorado springs",co,USA,300,light
682,maryville,mo,USA,30,light
683,"healesville. victoria (australia)",n/a,Australia,40,light
684,jackson,tn,USA,120,triangle
685,"jones beach",ny,USA,900,diamond
686,seattle,wa,USA,1,unknown
687,"kansas city",mo,USA,900,light
688,"houghton lake",mi,USA,300,triangle
689,greene,me,USA,10,oval
690,"interstate 5 or tributary between vasilia and sacrammento",ca,USA,300,triangle
691,lafayette,ny,USA,180,changing
692,lynden,wa,USA,30,light
693,albany,ny,USA,2,flash
694,"chulucanas-piura la vieja (peru)",n/a,Other,6312000,other
695,courtland,va,USA,1,circle
696,"hong kong",n/a,China,1800,formation
697,oakland,ca,USA,420,oval
698,everson,wa,USA,5,other
699,"port townsend",wa,USA,10,fireball
700,snohomish,wa,USA,3,sphere
701,sumner,wa,USA,330,circle
702,pueblo,co,USA,15,triangle
703,seattle,wa,USA,1,unknown
704,seattle,wa,USA,3,teardrop
705,seattle,wa,USA,2,other
706,kent,wa,USA,10,unknown
707,lynnwood,wa,USA,5,fireball
708,rainier,wa,USA,240,light
709,monroe,wi,USA,1200,light
